1813,5,95
1821,-4,121
1829,6,-3
1837,52,131
1845,42,-116
1853,56,-108
1861,57,105
1869,20,43
1877,-28,121
1885,-14,15
1893,16,79
1901,-12,35
1909,-12,26
1917,56,53
1925,56,88
1933,-2,28
1941,-2,120
1949,-8,31
1957,35,68
1965,28,-110
1973,44,-120
1981,-6,29
1989,63,150
1997,9,29
2005,-11,-66
2013,61,57
2021,57,95
2029,-18,32
2037,-21,32
2045,13,4
2053,16,122
2061,9,13
2069,-5,19
2077,10,-5
2085,50,87
2093,-9,34
2101,10,44
2109,14,-2
2117,35,43
2125,15,-8
2133,54,53
2141,71,137
2149,56,110
2157,12,10
2165,54,60
2173,2,-67
2181,8,-10
2189,8,0
2197,-8,15
2205,2,11
2213,-1,32
2221,36,29
2229,55,102
2237,0,110
2245,58,125
2253,1,128
2261,61,32
2269,20,107
2277,51,-58
2285,-1,127
2293,3,34
2301,-9,24
2309,55,168
2317,-16,129
2325,-11,14
2333,43,-107
2341,59,107
2349,11,6
2357,58,48
2365,55,64
2373,61,119
2381,44,38
2389,2,35
2397,-1,34
2405,5,-5
2413,-15,27
2421,34,63
2429,-15,12
2437,31,17
2445,-2,111
2453,-42,-73
2461,43,123
2469,9,9
2477,52,63
2485,11,-1
2493,51,61
2502,-1,30
2512,50,57
2522,43,81
2532,51,105
2542,68,12
2552,28,100
2562,55,70
2572,57,107
2582,52,62
2592,64,-50
2602,50,65
2612,41,80
2622,-26,-56
2632,22,-17
2642,5,-8
2652,-10,106
2662,49,61
2672,46,124
2682,24,101
2692,-49,70
2702,48,53
2712,52,73
2722,-27,-109
2732,52,61
2742,47,113
2752,54,70
2762,20,102
2772,6,-56
2782,21,-72
2792,15,36
2802,46,126
2812,-8,178
2823,60,138
2834,11,10
2845,39,89
2856,-5,123
2867,31,99
2878,47,128
2889,28,104
2900,50,138
2911,-8,131
2922,7,-5
2933,52,120
2944,45,82
2955,27,100
2966,39,77
2977,7,-6
2988,67,94
2999,56,124
3010,61,149
3021,50,66
3032,-31,130
3043,1,124
3054,25,109
3065,60,58
3076,62,-50
3087,70,-22
3098,62,18
3109,66,31
3120,26,104
3132,24,40
3144,39,111
3156,18,44
3169,45,76
3182,49,56
3195,50,38
3208,50,51
3221,48,80
3234,41,119
3248,45,129
3262,8,-9
3276,60,150
3290,50,48
3304,47,82
3318,49,58
3332,58,113
3346,63,39
3360,60,33
3374,52,110
3389,-11,25
3404,41,142
3419,51,28
3434,29,-112
3449,21,-77
3464,27,74
3479,1,97
3494,11,-14
3509,70,-149
3524,-13,15
3539,9,8
3554,-6,21
3569,60,52
3584,20,-77
3599,54,66
3614,54,82
3629,22,120
3644,12,-13
3659,5,-9
3674,-13,16
3689,9,79
3704,6,126
3719,23,81
3734,8,82
3749,52,70
3764,61,-48
3779,0,29
3794,34,140
3809,0,28
3824,32,132
3839,37,105
3854,9,124
3869,64,130
3884,10,-12
3899,25,80
3914,72,79
3929,49,30
3944,-7,114
3959,44,134
3974,22,79
3989,0,123
4004,45,141
4019,55,49
4034,46,79
4049,13,-82
4064,-6,120
4079,23,79
4094,36,42
4109,14,-6
4124,56,56
4139,26,45
4154,10,-70
4169,6,-10
4184,-11,35
4199,-16,34
4214,64,53
4229,42,117
4244,54,158
4259,36,67
4274,-18,30
4289,12,14
4304,-9,15
4319,-38,-73
4334,7,-11
4349,3,21
4364,49,132
4379,59,43
4394,11,49
4409,61,71
4424,54,31
4439,-7,38
4454,-3,23
4469,12,13
4484,22,40
4500,51,82
4516,35,45
4532,-9,-75
4548,26,99
4564,19,84
4580,21,85
4596,47,136
4612,39,70
4628,44,70
4644,3,96
4660,59,81
4676,51,136
4692,70,28
4708,52,115
4724,48,84
4740,-2,133
4756,34,54
4772,-13,-76
4788,-45,170
4804,56,63
4820,63,36
4836,-9,-76
4852,44,120
4868,57,69
4884,49,130
4900,54,109
4916,26,76
4932,0,-80
4948,46,62
4964,-52,-58
4980,57,-79
4996,41,71
5012,35,76
5028,38,25
5044,1,100
5060,-32,-54
5076,56,138
5092,53,82
5108,-12,25
5124,22,75
5140,-6,-79
5156,21,72
5172,-29,-57
5188,14,77
5204,53,78
5220,60,37
5236,62,42
5252,65,176
5268,20,41
5284,61,115
5300,70,-157
5316,-15,-75
5332,19,121
5348,39,66
5364,-40,144
5380,19,80
5396,62,38
5412,59,45
5428,57,104
5444,70,62
5460,36,32
5476,53,89
5492,66,33
5508,-34,145
5524,19,79
5540,55,51
5556,67,59
5572,59,99
5588,-14,-70
5604,63,33
5620,1,73
5636,22,78
5652,63,64
5668,29,59
5684,61,65
5700,62,-8
5716,61,54
5732,0,128
5748,61,78
5764,23,119
5780,59,42
5796,27,82
5812,-2,139
5828,59,121
5844,25,85
5860,21,83
5876,74,81
5892,65,31
5908,26,88
5924,-30,26
5940,53,-102
5956,-22,-54
5972,43,146
5988,35,70
6004,59,79
6020,-4,119
6036,52,119
6052,27,71
6068,53,72
6084,68,50
6100,12,106
6117,60,149
6134,40,75
6151,51,68
6168,54,72
6185,53,76
6202,50,69
6219,48,132
6236,49,53
6253,47,123
6271,23,105
6289,53,57
6307,49,67
6325,57,92
6343,56,65
6361,57,29
6379,-3,122
6398,61,35
6417,61,-7
6436,44,68
6455,62,163
6474,28,49
6493,50,53
6512,49,75
6531,59,64
6550,51,66
6569,46,45
6589,47,85
6609,50,58
6629,41,86
6649,50,126
6669,43,89
6689,48,130
6709,48,120
6730,-17,144
6751,31,109
6772,59,36
6793,55,67
6814,27,101
6836,-12,15
6858,25,125
6880,60,80
6902,6,-8
6924,36,34
6946,45,65
6968,-5,104
6990,3,28
7012,53,71
7034,2,30
7056,60,63
7078,38,33
7100,39,43
7122,58,72
7144,50,76
7166,59,52
7188,42,69
7210,10,7
7232,7,123
7254,-6,13
7276,10,126
7298,23,99
7320,29,74
7342,54,64
7364,32,15
7386,41,-117
7408,6,4
7430,44,46
7452,11,-12
7474,64,13
7496,49,65
7518,-3,17
7540,32,78
7563,55,66
7586,6,-2
7609,-9,-78
7632,6,8
7655,50,64
7678,-16,-74
7701,53,63
7724,-36,-72
7747,34,69
7770,57,125
7793,52,78
7816,49,-90
7839,46,129
7862,21,76
7885,58,66
7908,47,56
7931,59,37
7954,57,38
7977,37,98
8000,46,85
8023,27,79
8046,39,-116
8069,54,67
8092,46,47
8115,55,63
8138,2,101
8161,26,77
8184,-31,-69
8207,51,138
8230,53,60
8254,24,75
8278,47,133
8302,49,85
8326,49,49
8350,50,52
8374,37,108
8399,33,105
8424,23,-81
8449,45,79
8474,44,80
8499,51,64
8524,66,26
8550,12,107
8576,24,88
8602,50,72
8628,-17,124
8655,53,33
8682,41,122
8709,51,60
8737,31,116
8765,73,-56
8793,52,118
8821,52,88
8850,21,-76
8879,10,-9
8908,44,52
8937,-5,29
8966,8,11
8995,43,73
9024,50,41
9053,-35,144
9082,25,108
9111,56,79
9140,59,33
9169,8,7
9198,48,131
9227,63,51
9256,45,124
9285,13,5
9314,11,8
9343,51,74
9372,13,125
9401,-3,26
9431,58,37
9461,40,32
9491,54,79
9521,49,52
9551,55,45
9581,57,46
9611,54,99
9641,26,89
9671,66,15
9702,-18,-71
9733,26,101
9764,30,50
9795,39,114
9826,25,81
9857,32,59
9888,27,94
9919,45,44
9950,50,67
9981,37,52
10012,48,126
10043,66,173
10074,-6,-77
10105,7,117
10136,16,77
10167,-47,-72
10198,33,69
10229,53,106
10260,45,147
10291,62,36
10322,64,173
10354,55,53
10386,37,61
10418,23,100
10450,-6,-78
10482,28,92
10514,-5,-80
10546,11,-71
10578,43,80
10610,64,44
10642,62,32
10674,-3,27
10706,60,-121
10738,29,85
10770,5,119
10802,18,-73
10834,37,131
10866,30,40
10898,61,-123
10930,58,29
10962,59,51
10994,10,1
11026,63,-124
11058,-36,-73
11090,55,76
11122,29,87
11154,27,62
11186,-29,-59
11218,41,74
11250,-8,-77
11282,-12,43
11314,38,57
11346,-7,-77
11378,22,69
11410,45,135
11442,51,49
11474,27,103
11506,71,22
11538,-22,142
11570,30,96
11602,47,-85
11634,-28,-63
11666,31,60
11698,-34,-58
11730,72,-125
11762,50,144
11794,37,56
11826,10,43
11859,74,107
11892,55,94
11925,0,120
11958,50,47
11991,63,48
12024,53,105
12057,52,107
12091,40,110
12125,20,84
12159,34,105
12194,52,67
12229,43,130
12264,54,75
12299,24,89
12334,44,67
12370,29,130
12406,48,143
12442,39,99
12478,26,107
12514,13,8
12551,54,80
12588,51,73
12625,58,47
12662,64,34
12699,37,34
12736,34,70
12773,53,74
12810,47,129
12847,58,46
12884,-20,29
12921,51,72
12959,37,-117
12997,30,55
13035,-32,-60
13073,38,109
13111,0,112
13149,43,52
13187,51,78
13225,-21,-65
13263,33,60
13302,6,81
13341,9,27
13380,25,90
13419,51,107
13458,-3,104
13497,17,73
13536,7,30
13575,4,33
13614,53,61
13654,23,90
13694,44,78
13734,56,48
13774,-8,109
13814,41,68
13854,67,52
13895,50,44
13936,44,69
13977,55,47
14018,47,44
14060,53,140
14102,25,111
14144,42,129
14186,53,75
14228,51,44
14270,64,118
14312,54,68
14355,7,7
14398,12,5
14441,13,120
14484,12,7
14527,10,11
14570,70,132
14613,59,39
14656,45,143
14700,52,59
14744,68,-53
14788,12,108
14832,54,69
14876,12,121
14920,58,63
14964,26,127
15009,50,82
15054,23,-83
15099,31,107
15144,42,142
15189,70,147
15234,58,93
15280,25,43
15326,39,68
15372,-15,35
15418,-24,147
15464,0,101
15511,22,76
15558,32,90
15605,57,77
15652,-33,-57
15699,35,60
15746,26,103
15793,60,-135
15841,38,110
15890,57,42
15940,17,-92
15990,11,120
16040,61,37
16090,51,47
16141,43,127
16192,6,9
16243,49,72
16294,1,102
16346,50,142
16399,57,122
16452,56,84
16505,37,106
16558,29,115
16611,77,-69
16664,-1,111
16717,26,86
16770,42,47
16823,53,123
16876,58,30
16930,22,47
16984,37,-1
17038,54,120
17094,25,86
17150,45,47
17206,60,-2
17262,66,12
17319,52,26
17376,46,128
17433,8,9
17490,-4,123
17547,28,114
17604,36,100
17662,66,30
17720,24,106
17779,63,168
17838,62,-143
17897,36,13
17956,63,146
18015,36,121
18075,37,69
18135,38,111
18195,5,96
18256,39,20
18317,52,56
18378,21,78
18439,47,42
18500,32,60
18562,9,-13
18625,26,32
18688,5,118
18751,42,72
18814,9,-81
18877,14,-11
18940,52,66
19003,29,55
19067,34,-4
19131,57,51
19195,-34,21
19259,-4,-61
19323,-15,-49
19387,-4,139
19451,32,94
19515,-5,-35
19579,55,82
19643,14,-15
19707,-1,-53
19771,43,128
19835,-21,-55
19899,-16,-42
19963,62,39
20027,63,-70
20091,33,-8
20155,-9,120
20219,62,40
20283,-6,-57
20347,8,-78
20411,-1,36
20475,-8,140
20539,10,10
20603,-3,-57
20667,-10,120
20731,67,-153
20795,-4,134
20859,-9,-40
20923,-30,-56
20987,-38,-62
21051,29,94
21115,50,40
21179,-14,-41
21243,-15,-44
21307,-14,-56
21371,-18,-41
21435,-2,-50
21499,-11,-43
21563,-16,-45
21627,-31,-53
21691,52,125
21755,-6,-44
21819,-2,136
21883,31,67
21947,-11,-69
22011,-7,-74
22075,-16,-43
22139,19,-90
22203,64,-68
22267,67,-134
22331,33,126
22395,62,96
22459,64,-114
22523,4,-52
22587,-34,-53
22651,63,40
22715,-46,-67
22779,0,36
22843,60,102
22907,-30,-62
22971,-3,129
23035,-9,-61
23099,52,128
23163,-5,-36
23227,-23,-54
23291,-32,-65
23355,57,45
23419,23,-100
23483,-2,126
23547,-10,119
23611,51,124
23675,50,-76
23739,-8,-63
23803,63,-117
23867,-33,-65
23931,-6,133
23995,51,-9
24060,47,53
24125,58,42
24192,61,-114
24259,-1,122
24326,11,104
24393,52,113
24460,55,88
24527,43,76
24594,53,54
24661,57,75
24729,60,28
24797,-4,-80
24866,36,101
24935,39,42
25004,21,71
25074,52,42
25144,46,130
25214,48,135
25284,32,104
25354,54,101
25424,10,99
25495,-3,127
25566,-1,35
25637,27,-100
25708,50,32
25779,62,50
25850,26,71
25922,20,-76
25994,34,104
26068,31,108
26142,44,121
26216,67,151
26290,43,43
26364,29,122
26438,44,45
26513,4,125
26588,62,60
26663,43,47
26739,24,107
26815,42,-106
26891,59,113
26968,12,19
27045,36,109
27122,51,41
27199,51,29
27276,52,68
27353,44,126
27430,-14,-73
27508,38,142
27586,-20,31
27664,37,30
27742,26,131
27820,24,110
27898,53,62
27976,-8,125
28054,36,59
28132,-5,-78
28211,17,121
28290,28,61
28369,-3,132
28448,29,104
28528,67,-126
28608,50,74
28689,-1,131
28770,61,36
28851,-1,134
28932,-13,-48
29014,40,123
29097,50,54
29182,62,45
29267,58,52
29352,42,139
29438,34,57
29524,-4,-43
29610,43,70
29696,-32,26
29783,44,74
29870,48,125
29958,44,41
30046,52,40
30135,71,149
30224,67,28
30315,25,112
30407,42,76
30500,13,121
30593,50,125
30686,48,46
30779,62,13
30873,57,50
30968,-31,-52
31063,12,126
31158,29,61
31254,68,-135
31350,63,-91
31446,65,-126
31542,23,107
31640,42,46
31738,55,26
31836,47,121
31935,-3,135
32034,51,54
32134,41,116
32234,51,76
32334,-8,119
32435,49,103
32537,22,103
32639,61,47
32742,33,43
32846,26,105
32951,56,100
33057,38,36
33164,20,87
33271,71,98
33378,38,119
33486,36,57
33597,25,120
33708,65,-123
33819,9,81
33931,57,47
34043,40,119
34156,10,80
34269,2,125
34383,60,40
34497,41,125
34611,37,12
34725,25,72
34840,37,120
34955,31,57
35071,55,31
35187,20,111
35303,63,135
35419,32,109
35536,42,114
35653,49,47
35770,57,57
35888,32,108
36008,5,98
36128,29,-89
36249,43,83
36372,52,71
36496,48,52
36621,29,75
36746,53,70
36871,38,69
36996,49,57
37122,24,114
37249,-4,-41
37376,-3,119
37503,42,18
37630,-17,-73
37757,-6,-39
37884,-33,-53
38011,-16,-51
38138,54,81
38265,30,111
38392,-9,-44
38519,-31,-51
38646,-7,-63
38773,-1,-47
38900,-3,-65
39027,-16,-58
39154,-2,-45
39281,-14,-51
39408,-13,-40
39535,-11,-38
39662,36,130
39790,54,121
39918,56,98
40046,16,99
40174,-5,-42
40302,67,-163
40430,56,-122
40558,38,58
40686,69,-54
40814,71,23
40942,-43,-71
41070,47,-107
41198,54,156
41326,-19,-56
41454,10,28
41582,65,15
41710,36,10
41838,55,58
41966,55,-9
42094,-36,-58
42222,-5,39
42350,2,-61
42478,67,-158
42606,-15,-59
42734,-23,-149
42862,45,122
42990,38,126
43118,-1,31
43246,69,24
43374,-28,-59
43502,58,-131
43630,9,30
43758,58,-130
43886,-39,-64
44014,16,-14
44142,70,-69
44270,-38,-68
44398,-9,-67
44526,-8,-50
44654,60,-164
44782,-4,36
44910,52,116
45039,45,55
45168,39,15
45299,17,44
45432,33,118
45565,47,43
45699,31,130
45833,50,70
45967,47,126
46101,-8,123
46235,28,130
46369,51,51
46504,25,106
46639,49,-105
46774,9,16
46909,-19,-41
47044,14,124
47179,29,50
47314,10,120
47449,49,125
47584,-3,-51
47721,35,104
47862,31,115
48003,60,29
48144,54,41
48286,65,18
48428,46,81
48571,57,71
48714,56,70
48857,48,-125
49000,11,-70
49144,60,38
49288,67,29
49433,61,42
49581,64,14
49729,54,40
49878,63,-154
50028,58,65
50179,27,86
50330,58,51
50482,-4,120
50634,46,142
50786,60,61
50939,51,43
51092,34,120
51245,-11,-78
51400,47,31
51556,60,-45
51712,45,80
51870,56,66
52028,-17,-53
52187,-8,-39
52346,8,-70
52505,69,-96
52664,-46,-69
52824,65,30
52984,69,-133
53148,32,50
53314,48,44
53480,-9,117
53648,65,-53
53816,27,114
53988,1,112
54161,-13,-75
54336,37,55
54511,24,115
54688,27,121
54867,49,40
55046,56,89
55226,24,100
55407,59,143
55589,44,124
55772,40,70
55955,59,-152
56140,34,129
56330,-12,-41
56520,-39,-63
56710,-34,-63
56901,-15,-40
57092,3,-60
57283,-24,-50
57474,68,-64
57665,-13,-44
57856,-2,-68
58047,28,117
58238,-10,-41
58429,-5,-40
58620,-16,-54
58811,62,12
59002,-28,-65
59193,-52,-69
59385,16,-13
59577,34,112
59771,11,108
59966,39,113
60161,30,117
60359,39,13
60557,65,16
60755,22,108
60955,-3,120
61155,60,21
61356,19,105
61559,40,71
61763,40,46
61969,-10,-56
62175,-29,-65
62382,71,95
62589,31,113
62797,23,115
63005,46,38
63214,-11,-76
63423,6,121
63632,51,129
63842,47,132
64053,27,117
64264,64,91
64481,50,50
64700,27,116
64922,-38,-63
65144,-15,-50
65367,74,-57
65590,-1,73
65814,37,111
66041,55,57
66271,59,56
66502,36,46
66735,52,52
66968,47,41
67204,56,-6
67441,28,57
67679,56,57
67918,49,42
68158,53,93
68400,56,59
68647,29,57
68894,53,44
69142,-25,34
69391,28,37
69641,32,88
69892,28,105
70143,-25,32
70395,39,-118
70647,-17,-71
70900,-23,-55
71153,0,-50
71406,-20,-56
71660,-11,-51
71914,-3,-58
72168,-33,147
72422,-3,-47
72676,-30,-50
72931,56,109
73186,-17,-47
73441,-35,-68
73697,28,-8
73953,55,-132
74209,49,-80
74465,67,-157
74721,58,159
74977,56,160
75233,51,-99
75489,62,-165
75745,36,25
76001,52,-99
76257,-35,137
76513,4,108
76769,19,81
77025,41,-119
77281,-33,118
77537,-20,63
77793,35,57
78049,-27,146
78305,-30,116
78561,51,-96
78817,63,34
79073,-42,173
79329,-24,28
79585,57,106
79841,52,-103
80097,48,-72
80353,49,-101
80609,-11,29
80865,-2,-81
81121,-27,-71
81377,30,-110
81633,26,84
81889,37,11
82145,27,87
82401,-13,97
82657,2,100
82913,-30,27
83169,52,-94
83425,39,49
83681,18,-76
83937,-29,22
84193,47,109
84449,36,4
84705,56,-96
84961,49,-53
85217,0,103
85473,22,-87
85729,61,-159
85985,14,78
86241,-29,148
86497,49,-94
86753,-37,-58
87009,52,-174
87265,25,-13
87521,47,-67
87777,-24,150
88033,60,47
88289,58,103
88545,19,-68
88801,30,-9
89057,56,-130
89313,-21,140
89569,-19,-43
89825,6,5
90081,23,39
90337,66,-156
90593,8,-71
90849,47,-66
91105,55,-95
91361,-27,30
91617,56,97
91873,51,-56
92129,-24,152
92385,27,85
92641,57,96
92897,-39,-67
93153,-18,126
93409,-5,146
93665,68,53
93921,56,159
94177,54,27
94433,4,-61
94689,69,-105
94945,57,19
95201,24,-104
95457,-17,-150
95713,51,-98
95969,24,85
96225,16,-86
96481,33,71
96737,7,6
96993,-23,144
97249,7,135
97505,57,-170
97761,49,-108
98017,52,-177
98273,-20,134
98529,64,-15
98785,26,74
99041,44,34
99297,-55,-37
99553,49,31
99809,33,-16
100065,-38,-72
100321,26,87
100577,58,22
100833,56,-95
101089,53,-129
101345,45,13
101601,56,-88
101857,1,113
102113,5,-7
102369,-21,120
102625,-22,143
102881,22,89
103137,15,80
103393,-18,-47
103649,56,116
103905,56,-158
104161,47,-60
104417,35,-6
104673,50,-110
104929,13,-15
105185,65,-164
105441,38,120
105697,54,-60
105953,-13,41
106209,-34,122
106465,-10,-69
106721,16,-16
106977,51,-59
107233,10,-74
107489,-17,-41
107745,-14,33
108001,56,-133
108257,28,86
108513,59,162
108769,-20,-66
109025,51,-101
109281,-30,-58
109537,3,112
109793,59,41
110049,-25,-55
110305,60,-129
110561,59,-157
110817,26,90
111073,30,97
111329,26,-79
111585,27,14
111841,30,72
112097,-26,32
112354,52,29
112612,41,19
112871,0,100
113130,68,21
113389,1,109
113648,1,111
113907,-31,117
114166,42,128
114425,54,124
114684,-18,143
114944,-23,150
115205,26,109
115466,64,-146
115727,57,31
115988,36,106
116249,61,-143
116511,78,20
116773,-23,120
117035,38,92
117297,71,28
117559,-29,-67
117822,-19,33
118085,35,74
118348,-21,-66
118611,-5,12
118874,48,-113
119137,19,101
119400,27,-112
119663,16,-89
119926,-11,-39
120189,49,29
120452,12,93
120715,25,-76
120978,9,-1
121241,23,71
121504,0,37
121767,44,-4
122030,-22,30
122295,37,67
122560,66,-38
122826,64,-160
123092,71,-50
123358,54,55
123624,46,43
123890,-35,143
124157,32,107
124424,59,125
124693,65,14
124962,52,33
125232,15,-89
125502,59,69
125772,-17,31
126042,32,44
126312,49,-85
126582,0,117
126852,-12,14
127122,58,-136
127392,3,98
127662,29,109
127933,37,60
128204,-26,-70
128475,55,-114
128746,34,68
129017,-31,28
129288,55,29
129559,28,51
129832,39,2
130105,15,-24
130378,48,47
130652,46,63
130926,-12,-76
131202,48,-91
131478,45,33
131754,27,80
132031,15,122
132309,25,89
132587,45,137
132865,66,55
133143,64,-149
133421,19,85
133699,12,-16
133977,9,-63
134256,-15,128
134535,12,125
134814,29,103
135093,56,86
135373,65,58
135653,69,-53
135933,52,84
136214,-32,122
136495,55,75
136776,-13,13
137057,51,79
137342,54,43
137627,36,-117
137912,56,85
138197,26,44
138483,20,76
138769,40,-116
139055,56,34
139341,26,94
139628,-14,-43
139915,-27,31
140202,64,-83
140489,-39,-66
140776,-20,-64
141064,54,102
141353,22,104
141642,25,73
141932,61,30
142222,-34,117
142513,9,12
142805,26,52
143097,77,-67
143389,7,82
143681,29,93
143976,53,51
144273,13,76
144571,47,62
144869,59,-4
145168,69,178
145468,11,80
145769,27,53
146071,56,92
146373,10,-75
146675,63,21
146977,-11,-77
147279,11,-64
147582,42,78
147888,60,112
148194,41,39
148500,56,51
148807,-7,106
149115,24,39
149423,25,116
149732,40,-117
150041,33,119
150351,56,50
150661,51,143
150973,23,-82
151285,3,100
151600,54,46
151916,15,76
152232,27,55
152549,-4,-50
152866,33,127
153183,-9,-35
153501,1,123
153819,-4,-65
154137,47,134
154456,71,-118
154775,-16,-41
155094,46,131
155413,-11,-48
155732,-4,-44
156051,69,-81
156373,55,41
156696,0,35
157020,47,75
157345,-9,-73
157671,58,114
157997,-29,-50
158323,5,-72
158649,64,18
158977,42,125
159305,54,112
159634,52,72
159964,24,79
160295,-17,-45
160627,-28,-51
160961,11,122
161295,44,85
161629,42,48
161963,-32,-59
162299,-9,122
162639,7,5
162982,32,66
163326,22,105
163670,58,33
164014,-4,128
164359,44,77
164704,72,140
165053,-31,-63
165403,-29,-60
165753,73,-85
166104,60,-123
166455,67,-86
166808,56,32
167162,31,51
167519,55,48
167876,34,58
168234,53,35
168592,31,46
168952,66,58
169319,40,38
169687,47,49
170055,-2,29
170430,54,61
170805,69,14
171181,41,76
171560,35,58
171939,8,81
172318,8,4
172697,52,49
173078,-17,-39
173459,56,-160
173841,49,134
174223,-16,-52
174606,53,156
174989,56,90
175372,70,-94
175755,49,126
176138,56,163
176521,70,24
176906,54,58
177292,27,57
177679,33,47
178067,43,93
178456,56,68
178846,45,-119
179236,64,100
179626,43,-121
180020,36,110
180416,60,54
180814,57,32
181212,60,166
181610,42,42
182010,55,92
182413,9,-83
182821,40,122
183230,54,59
183642,-6,72
184055,28,56
184468,34,35
184881,-35,-62
185295,57,-7
185709,26,69
186126,52,75
186545,38,118
186964,36,119
187389,57,35
187816,54,39
188243,-5,-39
188671,48,-83
189099,52,79
189529,49,43
189963,60,36
190406,-18,-48
190851,-11,-41
191297,-23,-56
191743,65,-157
192189,-9,-37
192636,-9,125
193085,-3,-40
193535,51,45
193986,51,42
194437,-3,-45
194891,52,43
195346,24,47
195805,4,19
196268,58,-135
196736,-4,122
197206,25,141
197678,-3,121
198152,56,42
198626,58,32
199101,8,77
199578,-11,-42
200055,-26,-52
200534,66,-66
201019,55,84
201507,35,44
202000,9,-79
202493,70,18
202990,8,126
203487,40,113
203989,23,102
204491,5,32
204999,-7,-40
205507,60,66
206016,-12,-49
206525,18,-62
207034,-4,-56
207544,59,163
208054,58,-134
208564,36,126
